,Country Name,Year,Adjusted savings: net national savings (current US$),Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"GNI per capita, PPP (current international $)","Government expenditure on education, total (% of government expenditure)",Gross domestic savings (% of GDP),Imports of goods and services (% of GDP),Land area (sq. km),"Life expectancy at birth, total (years)","Population, total",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Tax revenue (% of GDP),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
1604,Romania,2011,8380329559.0,35.26839853,77.93077798,0.029503723,4.517086964,18570.0,10.30937481,22.06922202,40.8742083,230170.0,74.4097561,20147528.0,5.4,17.21630311,7.18
1605,Romania,2012,6194664116.0,35.75151943,78.45632655,-0.115806968,1.924993262,19480.0,7.887511253,21.54367345,40.78771392,230020.0,74.41219512,20058035.0,6.2,17.15721394,6.79
1606,Romania,2013,11302341719.0,40.24734529,75.63440573,-0.031892266,0.269963879,19390.0,7.843441963,24.36559427,41.15427589,230030.0,75.06341463,19983693.0,6.6,17.76146056,7.1
1607,Romania,2014,12430742483.0,41.47848541,75.44558307,0.134796285,4.120674963,20540.0,8.429804802,24.55441693,41.90022252,230080.0,74.9097561,19908979.0,7.0,17.93983163,6.8
1608,Romania,2015,11892480429.0,41.34948374,75.30050091,0.579185519,3.16050387,21400.0,8.501272202,24.69949909,42.17167904,230080.0,74.91219512,19815616.0,5.3,18.918309,6.81
1609,Romania,2016,7419162012.0,42.4170514,77.31904264,0.677737698,2.857546057,23580.0,9.59609127,22.68095736,43.47692724,230080.0,75.2097561,19702267.0,3.2,17.1121252,5.9
1611,Russian Federation,2008,340126000000.0,31.30956033,66.72868822,3.35145709,5.199969264,19600.0,9.31381321,33.27131178,22.07290571,16376870.0,67.94926829,142742366.0,0.1,15.81806782,6.21
1612,Russian Federation,2009,115879000000.0,27.9381012,75.42308126,3.539906362,-7.799993913,18760.0,10.02642918,24.57691874,20.49695982,16376870.0,68.68463415,142785349.0,0.1,12.95635241,8.3
1613,Russian Federation,2010,246298000000.0,29.21556078,70.21296539,3.450435652,4.499999999,19860.0,9.771665573,29.78703461,21.1399447,16376870.0,68.84121951,142849468.0,0.1,13.04834885,7.37
1614,Russian Federation,2011,398785000000.0,28.05536148,68.01044682,3.267512905,4.300029186,22130.0,9.631156921,31.98955318,19.98003793,16376870.0,69.68390244,142960908.0,0.0,13.95420368,6.54
1615,Russian Federation,2012,380394000000.0,26.90732034,69.41415553,2.210866391,4.024086157,23560.0,9.504323006,30.58584447,20.24407005,16376870.0,70.07219512,143201721.0,0.0,13.75467304,5.44
1616,Russian Federation,2013,307526000000.0,25.84533683,71.84092226,3.773507485,1.755422149,25170.0,10.00205421,28.15907774,20.44181257,16376870.0,70.57878049,143506995.0,0.0,12.93349245,5.46
1617,Russian Federation,2014,266810000000.0,27.11109705,71.79033279,2.772000152,0.736267222,24910.0,9.165413857,28.20966721,20.69024421,16376870.0,70.74365854,143819667.0,0.0,13.2553613,5.16
1618,Russian Federation,2015,186518000000.0,28.70338944,70.44521793,1.61975494,-1.972719226,23420.0,2.195997238,29.55478207,20.65595987,16376870.0,71.18341463,144096870.0,0.0,10.64209481,5.57
1619,Russian Federation,2016,146782000000.0,25.85448298,71.71373141,1.747694905,0.193690071,23460.0,9.594144821,28.28626859,20.66363686,16376870.0,71.65121951,144342397.0,0.0,9.1831221,5.56
1629,Rwanda,2016,-26034693.84,15.42039038,92.7296898,0.549174106,5.970756204,1790.0,12.27838993,7.270310199,34.05997727,24670.0,65.737,11930899.0,52.0,14.41482742,11.799
1685,Serbia,2012,-1484607979.0,35.84480698,94.51218838,0.755521023,-0.681542369,13470.0,9.227009773,5.487811616,49.62602012,87460.0,74.83658537,7199077.0,5.3,18.55250021,24.0
1687,Serbia,2014,29586249.7,42.07752896,91.55387084,0.745223315,-1.58951032,14100.0,8.763999939,8.446129158,50.15388957,87460.0,75.33658537,7130576.0,6.9,21.9701414,19.22
1688,Serbia,2015,1383471908.0,45.1772418,88.36025897,0.868170296,1.806059265,14230.0,8.87635994,11.63974103,52.21852485,87460.0,75.28780488,7095383.0,6.6,22.35521329,17.66
1689,Serbia,2016,1376986846.0,48.51709354,86.74771491,0.620218397,3.338586765,14980.0,8.692990303,13.25228509,53.34293142,87460.0,75.68780488,7058322.0,6.4,23.28991506,15.26
1730,Slovak Republic,2007,5922465026.0,83.38086142,71.36228457,1.898636354,10.83202881,20640.0,10.03374958,28.63771543,82.94869151,48100.0,74.20731707,5374622.0,0.4,16.74890053,11.16
1731,Slovak Republic,2008,5678697078.0,80.14799535,73.36080369,0.519282394,5.574886345,23320.0,9.9616642,26.63919631,81.92286125,48100.0,74.70487805,5379233.0,0.4,16.44580869,9.51
1732,Slovak Republic,2009,-1026712986.0,68.03611809,79.66553169,2.789406979,-5.455532867,22960.0,10.0805254,20.33446831,68.20457293,48090.0,74.9097561,5386406.0,0.4,15.52330827,12.02
1733,Slovak Republic,2010,2822904170.0,76.56147252,75.84184134,1.359923221,6.71663275,24870.0,10.73632717,24.15815866,76.89257871,48091.0,75.11219512,5391428.0,0.5,15.00358024,14.39
1734,Slovak Republic,2011,4096905083.0,84.33828167,73.59892506,2.700058745,2.671452779,25350.0,10.32200146,26.40107494,83.65589367,48088.0,75.95853659,5398384.0,0.4,15.96944891,13.63
1735,Slovak Republic,2012,5239808575.0,90.83140784,73.77682439,-1.302226031,1.318802246,26540.0,9.770545959,26.22317561,85.33506998,48088.0,76.1097561,5407579.0,0.4,15.51610629,13.97
1736,Slovak Republic,2013,5880584608.0,93.44200586,73.47234383,1.290461846,0.632740007,27810.0,9.713875771,26.52765617,87.90867729,48088.0,76.41219512,5413393.0,0.3,16.69272489,14.23
1737,Slovak Republic,2014,6349703278.0,91.40007997,73.36986476,0.275257196,2.697189807,28700.0,9.331773758,26.63013524,86.63341677,48080.0,76.81219512,5418649.0,0.7,17.43578416,11.54
1738,Slovak Republic,2015,5884360114.0,91.60047429,72.35999834,1.595364782,5.167181606,29320.0,9.12630558,27.64000166,88.58755769,48082.0,76.56341463,5423801.0,0.7,18.10789795,11.49
1739,Slovak Republic,2016,4190782743.0,93.4660455,73.83171052,4.528642816,1.943950861,28950.0,9.054621696,26.16828948,90.56739997,48080.0,77.16585366,5430798.0,1.4,18.09177304,9.68
1740,Slovenia,2007,5190176886.0,67.89907159,68.28241848,4.609846336,6.980160755,26940.0,13.52918053,31.71758152,69.22807664,20140.0,78.56097561,2018122.0,0.0,20.07475112,4.87
1741,Slovenia,2008,5306273680.0,66.31325282,69.2192824,2.388405009,3.509841517,28830.0,13.40433311,30.7807176,68.41826879,20146.2,78.76585366,2021316.0,0.0,19.40795922,4.41
1742,Slovenia,2009,1502588006.0,57.26428852,75.14199932,0.672372218,-7.548437791,27080.0,13.42466736,24.85800068,55.85758316,20145.8,78.97073171,2039669.0,0.0,17.99715112,5.89
1743,Slovenia,2010,964978753.9,64.2748226,76.58019384,0.413935423,1.343748472,27450.0,12.88875008,23.41980616,63.21665803,20146.2,79.42195122,2048583.0,0.0,18.05730237,7.26
1744,Slovenia,2011,799116673.6,70.24714581,77.09356236,-0.027179786,0.861327733,28540.0,12.56480694,22.90643764,69.03076047,20146.0,79.97073171,2052843.0,0.0,17.83916427,8.2
1745,Slovenia,2012,-329415076.7,72.89158893,77.84198624,-1.215630199,-2.639438757,28590.0,12.93512249,22.15801376,69.49284192,20145.7,80.12439024,2057159.0,0.0,17.86731691,8.88
1746,Slovenia,2013,377085093.2,74.21647517,75.73679924,0.066269872,-1.029282772,29570.0,10.66393566,24.26320076,69.53987884,20140.0,80.32195122,2059953.0,0.0,17.89986941,10.14
1747,Slovenia,2014,1869102514.0,76.15174214,73.87223865,0.42535515,2.768158831,30590.0,11.73853683,26.12776135,69.39800807,20140.0,81.07804878,2061980.0,0.0,18.16881795,9.72
1748,Slovenia,2015,1087057114.0,77.14867826,72.83482222,0.755771771,2.210081607,30650.0,11.45901203,27.16517778,69.14717844,20142.6,80.77560976,2063531.0,0.0,18.49388308,9.0
1749,Slovenia,2016,1542001438.0,77.59816683,73.03457339,1.066822549,3.191852518,33080.0,11.99892521,26.96542661,69.0596077,20142.0,81.17560976,2065042.0,0.0,18.60665782,8.02
1771,South Africa,2008,9632434804.0,32.25467367,80.1097298,-0.670475566,3.191043886,12300.0,18.54537582,19.8902702,33.71985013,1213090.0,56.022,50565812.0,18.7,24.32280987,19.51
1773,South Africa,2010,16505886542.0,25.78341763,80.36355307,-0.038645716,3.039732881,12520.0,17.23495674,19.63644693,24.62266954,1213090.0,58.899,51784921.0,18.0,22.52060388,23.18
1777,South Africa,2014,-467664888.8,29.0006193,83.01037273,2.017864558,1.413826452,13220.0,16.35124969,16.98962727,30.49895475,1213090.0,63.38,54729551.0,20.5,24.43193422,22.61
1795,Spain,2012,33674701790.0,31.45511995,79.49925517,-0.190235523,-2.958922132,31470.0,8.558403015,20.50074483,29.38995484,500210.0,82.42682927,46773055.0,0.9,11.76292595,24.79
1796,Spain,2013,45080501815.0,32.95195248,78.86226495,2.442487065,-1.403341868,32230.0,8.975120544,21.13773505,29.02436324,500210.0,83.07804878,46620045.0,1.1,13.61174985,26.09
1797,Spain,2014,50054159981.0,33.46797623,79.00810375,3.347134027,1.395775367,33420.0,9.173282623,20.99189625,30.37028572,500210.0,83.22926829,46480882.0,0.8,14.13527689,24.44
1798,Spain,2015,64116112375.0,33.61086067,77.97405045,4.709878427,3.838518877,34910.0,9.414457321,22.02594955,30.57234448,499661.0,82.83170732,46444832.0,0.9,14.19962304,22.06
1799,Spain,2016,79290615584.0,33.8624576,77.27140575,4.591502748,3.037774142,37400.0,9.660429955,22.72859425,29.87742503,499564.0,83.32926829,46484062.0,1.1,13.78878699,19.64
1802,Sri Lanka,2009,7625538264.0,21.32836624,82.05852262,0.047544082,3.538912053,7600.0,8.2707901,17.94147738,27.82077529,62710.0,69.187,20482477.0,3.5,12.80032048,5.85
1809,Sri Lanka,2016,24259518961.0,19.82403604,70.37042048,0.269062602,5.053624893,12600.0,17.72875977,29.62957952,26.64750098,61893.0,75.331,21425494.0,1.3,11.42348977,4.24
1870,Sweden,2007,83415075350.0,47.61026035,69.06006063,11.37731048,3.439221776,42140.0,12.69897175,30.93993937,41.55182187,407339.7,80.9,9148092.0,0.4,28.50704068,6.16
1871,Sweden,2008,81379936881.0,49.08692292,69.79960161,6.71512277,-0.450559257,43610.0,12.79947948,30.20039839,43.47722751,407339.7,81.1,9219637.0,0.6,27.47193716,6.23
1872,Sweden,2009,42223195605.0,43.4539788,73.56426662,6.064739621,-4.339790575,41220.0,12.80871296,26.43573338,38.05487723,407339.7,81.35121951,9298515.0,0.5,27.23353846,8.35
1873,Sweden,2010,60872891330.0,44.67885295,71.92863405,4.461933075,5.952107008,43360.0,12.72136021,28.07136595,39.56952424,407339.7,81.45121951,9378126.0,0.5,27.39951886,8.61
1874,Sweden,2011,71654168222.0,45.27119119,71.41437349,4.141132201,3.195333235,45520.0,12.72053337,28.58562651,40.51983621,407339.7,81.80243902,9449213.0,0.6,26.6327334,7.8
1875,Sweden,2012,59220520381.0,45.02752542,72.6359747,3.166642834,-0.588304569,46470.0,12.63294601,27.3640253,40.25472565,407339.7,81.70487805,9519374.0,0.5,26.30391073,7.98
1876,Sweden,2013,61052196992.0,42.52680913,73.23892116,4.753094712,1.187775716,47350.0,12.54472065,26.76107884,38.28885614,407339.7,81.95609756,9600379.0,0.7,26.46754063,8.05
1877,Sweden,2014,62120195336.0,43.26616125,72.89709046,-0.653835674,2.657798275,48180.0,12.83796406,27.10290954,39.66737045,407339.7,82.25365854,9696110.0,0.5,26.51489081,7.95
1878,Sweden,2015,55066794242.0,43.76676752,71.76158968,2.949918539,4.489281588,49520.0,13.01767349,28.23841032,39.95704699,407310.64,82.20487805,9799186.0,0.6,27.13684171,7.43
1879,Sweden,2016,54287909384.0,42.69147827,72.2223015,0.24668266,2.070593151,50740.0,13.33788776,27.7776985,39.62916682,407310.64,82.30731707,9923085.0,0.3,28.1205047,6.99
1880,Switzerland,2007,68877334189.0,61.55281455,63.43741424,13.7096512,3.916375818,51130.0,15.23476887,36.56258576,51.77904322,39515.02,81.74146341,7551117.0,0.0,9.06562377,3.64
1881,Switzerland,2008,36997251181.0,63.12931869,63.10733638,5.338594518,2.807983632,50260.0,15.22962379,36.89266362,53.64868145,39514.422,81.99268293,7647675.0,0.1,9.587141895,3.35
1882,Switzerland,2009,61749217439.0,58.00966904,65.41465703,8.066234947,-2.297374631,53740.0,15.28873444,34.58534297,51.76631556,39513.824,82.04390244,7743831.0,0.0,9.348527987,4.11
1883,Switzerland,2010,100168000000.0,64.83762801,64.49430806,12.37456421,3.243397336,57260.0,15.17560768,35.50569194,55.22749526,39513.225,82.24634146,7824909.0,0.0,9.364008039,4.81
1884,Switzerland,2011,91482236800.0,66.44992365,64.16400713,6.052876517,1.813108192,57830.0,15.34310436,35.83599287,59.10634951,39512.626,82.69512195,7912398.0,0.0,9.321952188,4.41
1885,Switzerland,2012,98645903796.0,67.77737305,64.23888535,7.910428822,1.179253833,60440.0,15.3788662,35.76111465,58.67648741,39512.028,82.69756098,7996861.0,0.0,9.169074742,4.49
1886,Switzerland,2013,95266371744.0,72.06821362,64.40234722,1.776539792,1.792144057,62660.0,15.06401539,35.59765278,61.62549479,39511.428,82.79756098,8089346.0,0.0,9.256214099,4.75
1887,Switzerland,2014,82117814650.0,65.33727012,63.98568724,1.576579934,2.349881275,63350.0,15.25395203,36.01431276,54.87615325,39510.829,83.19756098,8188649.0,0.0,9.087339532,4.83
1888,Switzerland,2015,90169334257.0,63.82895575,64.40570743,18.17196169,1.644627687,65920.0,15.38497066,35.59429257,53.30952646,39510.23,82.89756098,8282396.0,0.0,9.556179017,4.8
1889,Switzerland,2016,80736087688.0,66.81772593,64.36854412,26.62424988,2.068689667,66960.0,15.35782146,35.63145588,56.74819859,39509.63,83.60243902,8373338.0,0.0,9.404603141,4.92
1926,Thailand,2013,46575558088.0,67.17114107,68.91573452,2.883779237,2.687495563,14130.0,17.07395935,31.08426548,65.2911331,510890.0,77.083,69578602.0,0.1,17.0125248,0.25
1927,Thailand,2014,43786093112.0,68.39413516,69.51257507,1.40957646,0.984468864,14360.0,16.89937592,30.48742493,62.51136028,510890.0,77.415,69960943.0,0.1,15.80833907,0.58
1928,Thailand,2015,44071947623.0,67.63669027,68.46585435,1.243732276,3.134047249,14670.0,17.05779266,31.53414565,57.20297188,510890.0,77.717,70294397.0,0.0,16.14061659,0.6
1929,Thailand,2016,53826380951.0,67.07088397,66.87463765,3.239895788,3.435157717,15470.0,17.31389999,33.12536235,53.50434332,510890.0,78.049,70607037.0,0.0,15.36208784,0.69
1937,Timor-Leste,2014,1452262205.0,4.571799014,130.4447726,0.875050684,4.472498466,6220.0,8.278167725,-30.4447726,78.16397833,14870.0,66.787,1184830.0,24.4,62.79066644,4.228
1944,Togo,2011,313359613.5,31.4946443,94.83872255,23.35123197,5.823252239,1730.0,16.90378952,5.161277446,46.23766836,54390.0,57.925,6748672.0,58.9,11.40523857,1.98
1948,Togo,2015,580617853.4,26.71062987,90.52186297,6.05778539,5.468031293,1930.0,16.2116394,9.478137029,42.41750801,54390.0,59.396,7473229.0,54.7,13.76871861,2.2
1973,Tunisia,2010,3079201322.0,47.95972869,78.285523,0.160267556,2.971132751,9960.0,24.84683037,21.714477,52.19128114,155360.0,75.421,10895063.0,1.5,19.19975083,13.05
2029,Uganda,2016,4157667855.0,12.42716442,79.13503868,0.000497869,4.781000293,2100.0,12.46916962,20.86496132,18.78219761,200520.0,61.648,38748299.0,42.9,11.11956297,3.149
2030,Ukraine,2007,9821000330.0,41.28991114,77.68557301,0.655533307,8.215844452,8600.0,14.01394081,22.31442699,46.75664953,579330.0,68.22219512,46509355.0,0.1,15.81795379,6.35
2031,Ukraine,2008,6167164573.0,43.25986886,80.25956305,0.423687388,2.243491596,8940.0,14.13898563,19.74043695,50.91202329,579320.0,68.25146341,46258189.0,0.0,17.09171786,6.36
2032,Ukraine,2009,-4441671896.0,42.9288247,84.55010443,0.094609595,-15.13646791,7640.0,15.1279726,15.44989557,44.54733792,579320.0,69.19,46053331.0,0.1,15.78923638,8.84
2033,Ukraine,2010,-535537475.3,46.45653833,84.4442858,0.490053159,4.092004367,8240.0,15.23395824,15.5557142,49.27319213,579320.0,70.26536585,45870741.0,0.0,14.99750577,8.1
2034,Ukraine,2011,-2944030946.0,49.40615693,85.54875635,0.113385491,5.44528081,8790.0,14.6379528,14.45124365,55.39891697,579320.0,70.80926829,45706086.0,0.0,17.84004927,7.85
2035,Ukraine,2012,-857687898.9,47.38283156,88.24244601,0.536716461,0.152314967,9600.0,14.92900562,11.75755399,55.2399568,579320.0,70.94414634,45593342.0,0.1,17.63331542,7.53
2036,Ukraine,2013,-10111227699.0,42.89738267,91.78114309,0.225723193,0.045439094,10950.0,15.14117718,8.218856906,51.10428678,579320.0,71.1595122,45489648.0,0.0,16.89868434,7.17
2037,Ukraine,2014,-3277578748.0,48.59296182,90.10936314,0.410474986,-10.07889498,10620.0,14.08827209,9.890636865,52.09882067,579290.0,71.18658537,45272155.0,0.0,17.29434784,9.27
2038,Ukraine,2015,8228515571.0,52.59767951,86.67794125,0.041744036,-9.772987213,10590.0,13.48008823,13.32205875,55.20893679,579290.0,71.1895122,45154036.0,0.1,20.45136542,9.14
2039,Ukraine,2016,6150783984.0,49.29861946,85.19980364,0.185312398,2.440981945,11260.0,13.43158436,14.80019636,56.22258546,579290.0,71.47634146,45004673.0,0.1,19.63011981,9.35
2050,United Kingdom,2007,34622058097.0,25.51156032,83.29626961,11.98492326,2.620331222,35200.0,13.80715084,16.70373039,27.45279312,241930.0,79.44878049,61322463.0,0.2,25.99471591,5.26
2051,United Kingdom,2008,-19302556936.0,27.50596135,84.09243223,12.17637859,-0.225726975,36260.0,13.04262924,15.90756777,29.19264558,241930.0,79.6,61806995.0,0.2,26.45789408,5.62
2052,United Kingdom,2009,-81203057987.0,26.88155103,86.27539221,-2.005848435,-4.614957402,34730.0,13.14845181,13.72460779,28.122833,241930.0,80.05121951,62276270.0,0.2,24.17287684,7.54
2053,United Kingdom,2010,-33389379344.0,28.85674267,85.3830741,2.189009626,2.238688634,36500.0,13.24319553,14.6169259,30.4160323,241930.0,80.40243902,62766365.0,0.2,25.27327356,7.79
2054,United Kingdom,2011,-15580575743.0,31.38759406,84.8606692,3.034515618,1.145101541,37380.0,12.72901058,15.1393308,32.17780692,241930.0,80.95121951,63258810.0,0.2,25.82422606,8.04
2055,United Kingdom,2012,-57781446411.0,30.61856843,84.92864916,0.444150056,1.512936749,37990.0,12.27447224,15.07135084,31.6074143,241930.0,80.90487805,63700215.0,0.2,25.08719361,7.88
2056,United Kingdom,2013,-79849684849.0,30.28942477,84.86005925,1.660802198,1.792322216,39250.0,12.12878227,15.13994075,31.70968714,241930.0,81.00487805,64128273.0,0.2,25.12011883,7.52
2057,United Kingdom,2014,-59345379591.0,28.57621473,84.22465549,-3.71700461,3.195782466,40540.0,12.36159229,15.77534451,30.51858939,241930.0,81.30487805,64602298.0,0.2,24.86520907,6.11
2058,United Kingdom,2015,-51668494884.0,27.84595067,83.64226375,-2.055288345,2.220258322,41570.0,12.29491901,16.35773625,29.35759902,241930.0,80.95609756,65116219.0,0.2,25.0491664,5.3
2059,United Kingdom,2016,-56257380168.0,28.90233952,83.96099707,1.223762287,1.921063414,43050.0,12.24540329,16.03900293,30.79805889,241930.0,81.15609756,65611593.0,0.2,25.4399755,4.81
2060,United States,2007,262261000000.0,11.46379016,82.52686709,3.619467923,2.010507552,48300.0,16.70581245,17.47313291,16.54822752,9161920.0,77.98780488,301231207.0,1.0,11.28991352,4.62
2061,United States,2008,-140446000000.0,12.42584736,83.97862102,2.32624445,0.122188443,48400.0,16.22013283,16.02137898,17.44194843,9147420.0,78.03902439,304093966.0,1.0,10.27619094,5.78
2062,United States,2009,-370351000000.0,10.93222062,85.12634842,2.159107598,-2.599888351,47030.0,15.60106182,14.87365158,13.82731055,9147420.0,78.3902439,306771529.0,1.0,7.90351822,9.25
2063,United States,2010,-88989117013.0,12.34136081,84.86500216,2.324598488,2.708856694,49050.0,15.56168556,15.13499784,15.87853443,9147420.0,78.54146341,309327143.0,1.0,8.563225761,9.63
2064,United States,2011,62132456466.0,13.56346715,84.68203994,2.798869292,1.54989495,50870.0,15.50748062,15.31796006,17.27901909,9147420.0,78.64146341,311583481.0,1.0,9.538930988,8.95
2065,United States,2012,446664000000.0,13.6440494,83.44300586,2.320909589,2.280687603,53130.0,15.59922123,16.55699414,17.03778597,9147420.0,78.74146341,313877662.0,1.0,9.76391603,8.07
2066,United States,2013,522826000000.0,13.5836612,82.63860456,2.332075912,1.841875395,54380.0,16.02462769,17.36139544,16.42429277,9147420.0,78.74146341,316059947.0,1.0,10.48350933,7.37
2067,United States,2014,727752000000.0,13.55243772,82.25736471,2.208056874,2.287775933,56670.0,16.00461388,17.74263529,16.45204044,9147420.0,78.84146341,318386329.0,1.2,10.93543202,6.17
2068,United States,2015,774185000000.0,12.47181925,81.84889061,1.659181895,2.706369582,58180.0,16.05246353,18.15110939,15.35174567,9147420.0,78.6902439,320738994.0,1.2,11.23749406,5.28
2069,United States,2016,563833000000.0,11.95798206,82.26869116,1.603708063,1.667472076,58870.0,15.97381687,17.73130884,14.64998,9147420.0,78.53902439,323071755.0,1.0,10.91826691,4.87
2074,Uruguay,2011,6570934190.0,26.42214942,79.52042415,0.355953468,5.162133025,18320.0,15.16254997,20.47957585,26.82488459,175020.0,76.983,3361637.0,0.1,18.19877349,6.31
2076,Uruguay,2013,5180079558.0,23.35313642,80.52716162,-3.355546021,4.637538629,19420.0,14.37047005,19.47283838,26.36471005,175020.0,77.24,3381180.0,0.2,17.85973973,6.44
2077,Uruguay,2014,4243584051.0,23.54266161,80.79948854,2.988732334,3.23879123,20330.0,14.44427013,19.20051146,25.54496245,175020.0,77.366,3391662.0,0.2,17.27528938,6.55
2078,Uruguay,2015,4913519477.0,22.47785125,80.6671479,3.291141426,0.370741258,21020.0,14.72430038,19.3328521,22.85038956,175020.0,77.483,3402818.0,0.1,17.09561586,7.49
2079,Uruguay,2016,6926054560.0,26.9316811,76.91213062,2.275120313,1.689798159,21570.0,14.71014023,23.08786938,21.53885286,175020.0,77.571,3413766.0,0.1,21.73224788,7.84
2133,West Bank and Gaza,2010,-479295669.4,14.12281155,119.0466353,0.599925438,5.777362056,4360.0,17.80521011,-19.04663534,54.37483861,6020.0,73.004,3786161.0,0.0,5.017446342,21.42
2134,West Bank and Gaza,2011,-1374027122.0,16.08603535,117.0622469,-2.132518339,9.600808489,4780.0,16.00078011,-17.0622469,51.16349756,6020.0,73.243,3882986.0,0.2,4.913580294,17.6
2139,West Bank and Gaza,2016,74935117.98,14.3267945,111.3849689,-0.292005209,8.86461882,7080.0,16.61327934,-11.38496891,51.09571968,6020.0,74.554,4367088.0,0.5,5.313889878,23.94
2158,Zambia,2015,3774823540.0,37.1385258,65.42717075,-0.666217621,2.920375112,3290.0,16.72611046,34.57282925,42.72689101,743390.0,61.208,16248230.0,60.8,14.39396393,8.34
2164,Zimbabwe,2011,-1309388690.0,34.80080156,102.4671576,0.302795641,14.62020726,1850.0,24.09768677,-2.467157611,54.66572521,386850.0,53.347,13025785.0,21.6,17.9282542,5.37
